domain,mode,operation,time_scope_type,time_scope_value
files,info,exists,absolute,30d
files,info,exists,absolute,3m
files,info,exists,absolute,1y
files,info,exists,all,today
files,info,exists,all,today_morning
files,info,exists,all,today_day
files,info,exists,all,today_afternoon
files,info,exists,all,today_evening
files,info,exists,all,tomorrow_morning
files,info,exists,all,7d
files,info,exists,all,30d
files,info,exists,all,3m
files,info,exists,all,1y
files,info,sum,relative,today
files,info,sum,relative,today_morning
files,info,sum,relative,today_day
files,info,sum,relative,today_afternoon
files,info,sum,relative,today_evening
files,info,sum,relative,tomorrow_morning
files,info,sum,relative,7d
files,info,sum,relative,30d
files,info,sum,relative,3m
files,info,sum,relative,1y
files,info,sum,absolute,today
files,info,sum,absolute,today_morning
files,info,sum,absolute,today_day
files,info,sum,absolute,today_afternoon
files,info,sum,absolute,today_evening
files,info,sum,absolute,tomorrow_morning
files,info,sum,absolute,7d
files,info,sum,absolute,30d
files,info,sum,absolute,3m
files,info,sum,absolute,1y
files,info,sum,all,today
files,info,sum,all,today_morning
files,info,sum,all,today_day
files,info,sum,all,today_afternoon
files,info,sum,all,today_evening
files,info,sum,all,tomorrow_morning
files,info,sum,all,7d
files,info,sum,all,30d
files,info,sum,all,3m
files,info,sum,all,1y
files,info,latest,relative,today
files,info,latest,relative,today_morning
files,info,latest,relative,today_day
files,info,latest,relative,today_afternoon
files,info,latest,relative,today_evening
files,info,latest,relative,tomorrow_morning
files,info,latest,relative,7d
files,info,latest,relative,30d
files,info,latest,relative,3m
files,info,latest,relative,1y
files,info,latest,absolute,today
files,info,latest,absolute,today_morning
files,info,latest,absolute,today_day
files,info,latest,absolute,today_afternoon
files,info,latest,absolute,today_evening
files,info,latest,absolute,tomorrow_morning
files,info,latest,absolute,7d
files,info,latest,absolute,30d
files,info,latest,absolute,3m
files,info,latest,absolute,1y
files,info,latest,all,today
files,info,latest,all,today_morning
files,info,latest,all,today_day
files,info,latest,all,today_afternoon
files,info,latest,all,today_evening
files,info,latest,all,tomorrow_morning
files,info,latest,all,7d
files,info,latest,all,30d
files,info,latest,all,3m
files,info,latest,all,1y
photos,info,count,relative,today
photos,info,count,relative,today_morning
photos,info,count,relative,today_day
photos,info,count,relative,today_afternoon
photos,info,count,relative,today_evening
photos,info,count,relative,tomorrow_morning
photos,info,count,relative,7d
photos,info,count,relative,30d
photos,info,count,relative,3m
photos,info,count,relative,1y
photos,info,count,absolute,today
photos,info,count,absolute,today_morning
photos,info,count,absolute,today_day
photos,info,count,absolute,today_afternoon
photos,info,count,absolute,today_evening
photos,info,count,absolute,tomorrow_morning
photos,info,count,absolute,7d
photos,info,count,absolute,30d
photos,info,count,absolute,3m
photos,info,count,absolute,1y
photos,info,count,all,today
photos,info,count,all,today_morning
photos,info,count,all,today_day
photos,info,count,all,today_afternoon
photos,info,count,all,today_evening
photos,info,count,all,tomorrow_morning
photos,info,count,all,7d
photos,info,count,all,30d
photos,info,count,all,3m
photos,info,count,all,1y
photos,info,list,relative,today
photos,info,list,relative,today_morning
photos,info,list,relative,today_day
photos,info,list,relative,today_afternoon
photos,info,list,relative,today_evening
photos,info,list,relative,tomorrow_morning
photos,info,list,relative,7d
photos,info,list,relative,30d
photos,info,list,relative,3m
photos,info,list,relative,1y
photos,info,list,absolute,today
photos,info,list,absolute,today_morning
photos,info,list,absolute,today_day
photos,info,list,absolute,today_afternoon
photos,info,list,absolute,today_evening
photos,info,list,absolute,tomorrow_morning
photos,info,list,absolute,7d
photos,info,list,absolute,30d
photos,info,list,absolute,3m
photos,info,list,absolute,1y
photos,info,list,all,today
photos,info,list,all,today_morning
photos,info,list,all,today_day
photos,info,list,all,today_afternoon
photos,info,list,all,today_evening
photos,info,list,all,tomorrow_morning
photos,info,list,all,7d
photos,info,list,all,30d
photos,info,list,all,3m
photos,info,list,all,1y
photos,info,exists,relative,today
photos,info,exists,relative,today_morning
photos,info,exists,relative,today_day
photos,info,exists,relative,today_afternoon
photos,info,exists,relative,today_evening
photos,info,exists,relative,tomorrow_morning
photos,info,exists,relative,7d
photos,info,exists,relative,30d
photos,info,exists,relative,3m
photos,info,exists,relative,1y
photos,info,exists,absolute,today
photos,info,exists,absolute,today_morning
photos,info,exists,absolute,today_day
photos,info,exists,absolute,today_afternoon
photos,info,exists,absolute,today_evening
photos,info,exists,absolute,tomorrow_morning
photos,info,exists,absolute,7d
photos,info,exists,absolute,30d
photos,info,exists,absolute,3m
photos,info,exists,absolute,1y
photos,info,exists,all,today
photos,info,exists,all,today_morning
photos,info,exists,all,today_day
photos,info,exists,all,today_afternoon
photos,info,exists,all,today_evening
photos,info,exists,all,tomorrow_morning
photos,info,exists,all,7d
photos,info,exists,all,30d
photos,info,exists,all,3m
photos,info,exists,all,1y
photos,info,sum,relative,today
photos,info,sum,relative,today_morning
photos,info,sum,relative,today_day
photos,info,sum,relative,today_afternoon
photos,info,sum,relative,today_evening
photos,info,sum,relative,tomorrow_morning
photos,info,sum,relative,7d
photos,info,sum,relative,30d
photos,info,sum,relative,3m
photos,info,sum,relative,1y
photos,info,sum,absolute,today
photos,info,sum,absolute,today_morning
photos,info,sum,absolute,today_day
photos,info,sum,absolute,today_afternoon
photos,info,sum,absolute,today_evening
photos,info,sum,absolute,tomorrow_morning
photos,info,sum,absolute,7d
photos,info,sum,absolute,30d
photos,info,sum,absolute,3m
photos,info,sum,absolute,1y
photos,info,sum,all,today
photos,info,sum,all,today_morning
photos,info,sum,all,today_day
photos,info,sum,all,today_afternoon
photos,info,sum,all,today_evening
photos,info,sum,all,tomorrow_morning
photos,info,sum,all,7d
photos,info,sum,all,30d
photos,info,sum,all,3m
photos,info,sum,all,1y
photos,info,latest,relative,today
photos,info,latest,relative,today_morning
photos,info,latest,relative,today_day
photos,info,latest,relative,today_afternoon
photos,info,latest,relative,today_evening
photos,info,latest,relative,tomorrow_morning
photos,info,latest,relative,7d
photos,info,latest,relative,30d
photos,info,latest,relative,3m
photos,info,latest,relative,1y
photos,info,latest,absolute,today
photos,info,latest,absolute,today_morning
photos,info,latest,absolute,today_day
photos,info,latest,absolute,today_afternoon
photos,info,latest,absolute,today_evening
photos,info,latest,absolute,tomorrow_morning
photos,info,latest,absolute,7d
photos,info,latest,absolute,30d
photos,info,latest,absolute,3m
photos,info,latest,absolute,1y
photos,info,latest,all,today
photos,info,latest,all,today_morning
photos,info,latest,all,today_day
photos,info,latest,all,today_afternoon
photos,info,latest,all,today_evening
photos,info,latest,all,tomorrow_morning
photos,info,latest,all,7d
photos,info,latest,all,30d
photos,info,latest,all,3m
photos,info,latest,all,1y
contacts,info,count,relative,today
contacts,info,count,relative,today_morning
contacts,info,count,relative,today_day
contacts,info,count,relative,today_afternoon
contacts,info,count,relative,today_evening
contacts,info,count,relative,tomorrow_morning
contacts,info,count,relative,7d
contacts,info,count,relative,30d
contacts,info,count,relative,3m
contacts,info,count,relative,1y
contacts,info,count,absolute,today
contacts,info,count,absolute,today_morning
contacts,info,count,absolute,today_day
contacts,info,count,absolute,today_afternoon
contacts,info,count,absolute,today_evening
contacts,info,count,absolute,tomorrow_morning
contacts,info,count,absolute,7d
contacts,info,count,absolute,30d
contacts,info,count,absolute,3m
contacts,info,count,absolute,1y
contacts,info,count,all,today
contacts,info,count,all,today_morning
contacts,info,count,all,today_day
contacts,info,count,all,today_afternoon
contacts,info,count,all,today_evening
contacts,info,count,all,tomorrow_morning
contacts,info,count,all,7d
contacts,info,count,all,30d
contacts,info,count,all,3m
contacts,info,count,all,1y
contacts,info,list,relative,today
contacts,info,list,relative,today_morning
contacts,info,list,relative,today_day
contacts,info,list,relative,today_afternoon
contacts,info,list,relative,today_evening
contacts,info,list,relative,tomorrow_morning
contacts,info,list,relative,7d
contacts,info,list,relative,30d
contacts,info,list,relative,3m
contacts,info,list,relative,1y
contacts,info,list,absolute,today
contacts,info,list,absolute,today_morning
contacts,info,list,absolute,today_day
contacts,info,list,absolute,today_afternoon
contacts,info,list,absolute,today_evening
contacts,info,list,absolute,tomorrow_morning
contacts,info,list,absolute,7d
contacts,info,list,absolute,30d
contacts,info,list,absolute,3m
contacts,info,list,absolute,1y
contacts,info,list,all,today
contacts,info,list,all,today_morning
contacts,info,list,all,today_day
contacts,info,list,all,today_afternoon
contacts,info,list,all,today_evening
contacts,info,list,all,tomorrow_morning
contacts,info,list,all,7d
contacts,info,list,all,30d
contacts,info,list,all,3m
contacts,info,list,all,1y
contacts,info,exists,relative,today
contacts,info,exists,relative,today_morning
contacts,info,exists,relative,today_day
contacts,info,exists,relative,today_afternoon
contacts,info,exists,relative,today_evening
contacts,info,exists,relative,tomorrow_morning
contacts,info,exists,relative,7d
contacts,info,exists,relative,30d
contacts,info,exists,relative,3m
contacts,info,exists,relative,1y
contacts,info,exists,absolute,today
contacts,info,exists,absolute,today_morning
contacts,info,exists,absolute,today_day
contacts,info,exists,absolute,today_afternoon
contacts,info,exists,absolute,today_evening
contacts,info,exists,absolute,tomorrow_morning
contacts,info,exists,absolute,7d
contacts,info,exists,absolute,30d
contacts,info,exists,absolute,3m
contacts,info,exists,absolute,1y
contacts,info,exists,all,today
contacts,info,exists,all,today_morning
contacts,info,exists,all,today_day
contacts,info,exists,all,today_afternoon
contacts,info,exists,all,today_evening
contacts,info,exists,all,tomorrow_morning
contacts,info,exists,all,7d
contacts,info,exists,all,30d
contacts,info,exists,all,3m
contacts,info,exists,all,1y
contacts,info,sum,relative,today
contacts,info,sum,relative,today_morning
contacts,info,sum,relative,today_day
contacts,info,sum,relative,today_afternoon
contacts,info,sum,relative,today_evening
contacts,info,sum,relative,tomorrow_morning
contacts,info,sum,relative,7d
contacts,info,sum,relative,30d
contacts,info,sum,relative,3m
contacts,info,sum,relative,1y
contacts,info,sum,absolute,today
contacts,info,sum,absolute,today_morning
contacts,info,sum,absolute,today_day
contacts,info,sum,absolute,today_afternoon
contacts,info,sum,absolute,today_evening
contacts,info,sum,absolute,tomorrow_morning
contacts,info,sum,absolute,7d
contacts,info,sum,absolute,30d
contacts,info,sum,absolute,3m
contacts,info,sum,absolute,1y
contacts,info,sum,all,today
contacts,info,sum,all,today_morning
contacts,info,sum,all,today_day
contacts,info,sum,all,today_afternoon
contacts,info,sum,all,today_evening
contacts,info,sum,all,tomorrow_morning
contacts,info,sum,all,7d
contacts,info,sum,all,30d
contacts,info,sum,all,3m
contacts,info,sum,all,1y
contacts,info,latest,relative,today
contacts,info,latest,relative,today_morning
contacts,info,latest,relative,today_day
contacts,info,latest,relative,today_afternoon
contacts,info,latest,relative,today_evening
contacts,info,latest,relative,tomorrow_morning
contacts,info,latest,relative,7d
contacts,info,latest,relative,30d
contacts,info,latest,relative,3m
contacts,info,latest,relative,1y
contacts,info,latest,absolute,today
contacts,info,latest,absolute,today_morning
contacts,info,latest,absolute,today_day
contacts,info,latest,absolute,today_afternoon
contacts,info,latest,absolute,today_evening
contacts,info,latest,absolute,tomorrow_morning
contacts,info,latest,absolute,7d
contacts,info,latest,absolute,30d
contacts,info,latest,absolute,3m
contacts,info,latest,absolute,1y
contacts,info,latest,all,today
contacts,info,latest,all,today_morning
contacts,info,latest,all,today_day
contacts,info,latest,all,today_afternoon
contacts,info,latest,all,today_evening
contacts,info,latest,all,tomorrow_morning
contacts,info,latest,all,7d
contacts,info,latest,all,30d
contacts,info,latest,all,3m
contacts,info,latest,all,1y
location,info,count,relative,today
location,info,count,relative,today_morning
location,info,count,relative,today_day
location,info,count,relative,today_afternoon
location,info,count,relative,today_evening
location,info,count,relative,tomorrow_morning
location,info,count,relative,7d
location,info,count,relative,30d
location,info,count,relative,3m
location,info,count,relative,1y
location,info,count,absolute,today
location,info,count,absolute,today_morning
location,info,count,absolute,today_day
location,info,count,absolute,today_afternoon
location,info,count,absolute,today_evening
location,info,count,absolute,tomorrow_morning
location,info,count,absolute,7d
location,info,count,absolute,30d
location,info,count,absolute,3m
location,info,count,absolute,1y
location,info,count,all,today
location,info,count,all,today_morning
location,info,count,all,today_day
location,info,count,all,today_afternoon
location,info,count,all,today_evening
location,info,count,all,tomorrow_morning
location,info,count,all,7d
location,info,count,all,30d
location,info,count,all,3m
location,info,count,all,1y
location,info,list,relative,today
location,info,list,relative,today_morning
location,info,list,relative,today_day
location,info,list,relative,today_afternoon
location,info,list,relative,today_evening
location,info,list,relative,tomorrow_morning
location,info,list,relative,7d
location,info,list,relative,30d
location,info,list,relative,3m
location,info,list,relative,1y
location,info,list,absolute,today
location,info,list,absolute,today_morning
location,info,list,absolute,today_day
location,info,list,absolute,today_afternoon
location,info,list,absolute,today_evening
location,info,list,absolute,tomorrow_morning
location,info,list,absolute,7d
location,info,list,absolute,30d
location,info,list,absolute,3m
location,info,list,absolute,1y
location,info,list,all,today
location,info,list,all,today_morning
location,info,list,all,today_day
location,info,list,all,today_afternoon
location,info,list,all,today_evening
location,info,list,all,tomorrow_morning
location,info,list,all,7d
location,info,list,all,30d
location,info,list,all,3m
location,info,list,all,1y
location,info,exists,relative,today
location,info,exists,relative,today_morning
location,info,exists,relative,today_day
location,info,exists,relative,today_afternoon
location,info,exists,relative,today_evening
location,info,exists,relative,tomorrow_morning
location,info,exists,relative,7d
location,info,exists,relative,30d
location,info,exists,relative,3m
location,info,exists,relative,1y
location,info,exists,absolute,today
location,info,exists,absolute,today_morning
location,info,exists,absolute,today_day
location,info,exists,absolute,today_afternoon
location,info,exists,absolute,today_evening
location,info,exists,absolute,tomorrow_morning
location,info,exists,absolute,7d
location,info,exists,absolute,30d
location,info,exists,absolute,3m
location,info,exists,absolute,1y
location,info,exists,all,today
location,info,exists,all,today_morning
location,info,exists,all,today_day
location,info,exists,all,today_afternoon
location,info,exists,all,today_evening
location,info,exists,all,tomorrow_morning
location,info,exists,all,7d
location,info,exists,all,30d
location,info,exists,all,3m
location,info,exists,all,1y
location,info,sum,relative,today
location,info,sum,relative,today_morning
location,info,sum,relative,today_day
location,info,sum,relative,today_afternoon
location,info,sum,relative,today_evening
location,info,sum,relative,tomorrow_morning
location,info,sum,relative,7d
location,info,sum,relative,30d
location,info,sum,relative,3m
location,info,sum,relative,1y
location,info,sum,absolute,today
location,info,sum,absolute,today_morning
location,info,sum,absolute,today_day
location,info,sum,absolute,today_afternoon
location,info,sum,absolute,today_evening
location,info,sum,absolute,tomorrow_morning
location,info,sum,absolute,7d
location,info,sum,absolute,30d
location,info,sum,absolute,3m
location,info,sum,absolute,1y
location,info,sum,all,today
location,info,sum,all,today_morning
location,info,sum,all,today_day
location,info,sum,all,today_afternoon
location,info,sum,all,today_evening
location,info,sum,all,tomorrow_morning
location,info,sum,all,7d
location,info,sum,all,30d
location,info,sum,all,3m
location,info,sum,all,1y
location,info,latest,relative,today
location,info,latest,relative,today_morning
location,info,latest,relative,today_day
location,info,latest,relative,today_afternoon
location,info,latest,relative,today_evening
location,info,latest,relative,tomorrow_morning
location,info,latest,relative,7d
location,info,latest,relative,30d
location,info,latest,relative,3m
location,info,latest,relative,1y
location,info,latest,absolute,today
location,info,latest,absolute,today_morning
location,info,latest,absolute,today_day
location,info,latest,absolute,today_afternoon
location,info,latest,absolute,today_evening
location,info,latest,absolute,tomorrow_morning
location,info,latest,absolute,7d
location,info,latest,absolute,30d
location,info,latest,absolute,3m
location,info,latest,absolute,1y
location,info,latest,all,today
location,info,latest,all,today_morning
location,info,latest,all,today_day
location,info,latest,all,today_afternoon
location,info,latest,all,today_evening
location,info,latest,all,tomorrow_morning
location,info,latest,all,7d
location,info,latest,all,30d
location,info,latest,all,3m
location,info,latest,all,1y
memory,info,count,relative,today
memory,info,count,relative,today_morning
memory,info,count,relative,today_day
memory,info,count,relative,today_afternoon
memory,info,count,relative,today_evening
memory,info,count,relative,tomorrow_morning
memory,info,count,relative,7d
memory,info,count,relative,30d
memory,info,count,relative,3m
memory,info,count,relative,1y
memory,info,count,absolute,today
memory,info,count,absolute,today_morning
memory,info,count,absolute,today_day
memory,info,count,absolute,today_afternoon
memory,info,count,absolute,today_evening
memory,info,count,absolute,tomorrow_morning
memory,info,count,absolute,7d
memory,info,count,absolute,30d
memory,info,count,absolute,3m
memory,info,count,absolute,1y
memory,info,count,all,today
memory,info,count,all,today_morning
memory,info,count,all,today_day
memory,info,count,all,today_afternoon
memory,info,count,all,today_evening
memory,info,count,all,tomorrow_morning
memory,info,count,all,7d
memory,info,count,all,30d
memory,info,count,all,3m
memory,info,count,all,1y
memory,info,list,relative,today
memory,info,list,relative,today_morning
memory,info,list,relative,today_day
memory,info,list,relative,today_afternoon
memory,info,list,relative,today_evening
memory,info,list,relative,tomorrow_morning
memory,info,list,relative,7d
memory,info,list,relative,30d
memory,info,list,relative,3m
memory,info,list,relative,1y
memory,info,list,absolute,today
memory,info,list,absolute,today_morning
memory,info,list,absolute,today_day
memory,info,list,absolute,today_afternoon
memory,info,list,absolute,today_evening
memory,info,list,absolute,tomorrow_morning
memory,info,list,absolute,7d
memory,info,list,absolute,30d
memory,info,list,absolute,3m
memory,info,list,absolute,1y
memory,info,list,all,today
memory,info,list,all,today_morning
memory,info,list,all,today_day
memory,info,list,all,today_afternoon
memory,info,list,all,today_evening
memory,info,list,all,tomorrow_morning
memory,info,list,all,7d
memory,info,list,all,30d
memory,info,list,all,3m
memory,info,list,all,1y
memory,info,exists,relative,today
memory,info,exists,relative,today_morning
memory,info,exists,relative,today_day
memory,info,exists,relative,today_afternoon
memory,info,exists,relative,today_evening
memory,info,exists,relative,tomorrow_morning
memory,info,exists,relative,7d
memory,info,exists,relative,30d
memory,info,exists,relative,3m
memory,info,exists,relative,1y
memory,info,exists,absolute,today
memory,info,exists,absolute,today_morning
memory,info,exists,absolute,today_day
memory,info,exists,absolute,today_afternoon
memory,info,exists,absolute,today_evening
memory,info,exists,absolute,tomorrow_morning
memory,info,exists,absolute,7d
memory,info,exists,absolute,30d
memory,info,exists,absolute,3m
memory,info,exists,absolute,1y
memory,info,exists,all,today
memory,info,exists,all,today_morning
memory,info,exists,all,today_day
memory,info,exists,all,today_afternoon
memory,info,exists,all,today_evening
memory,info,exists,all,tomorrow_morning
memory,info,exists,all,7d
memory,info,exists,all,30d
memory,info,exists,all,3m
memory,info,exists,all,1y
memory,info,sum,relative,today
memory,info,sum,relative,today_morning
memory,info,sum,relative,today_day
memory,info,sum,relative,today_afternoon
memory,info,sum,relative,today_evening
memory,info,sum,relative,tomorrow_morning
memory,info,sum,relative,7d
memory,info,sum,relative,30d
memory,info,sum,relative,3m
memory,info,sum,relative,1y
memory,info,sum,absolute,today
memory,info,sum,absolute,today_morning
memory,info,sum,absolute,today_day
memory,info,sum,absolute,today_afternoon
memory,info,sum,absolute,today_evening
memory,info,sum,absolute,tomorrow_morning
memory,info,sum,absolute,7d
memory,info,sum,absolute,30d
memory,info,sum,absolute,3m
memory,info,sum,absolute,1y
memory,info,sum,all,today
memory,info,sum,all,today_morning
memory,info,sum,all,today_day
memory,info,sum,all,today_afternoon
memory,info,sum,all,today_evening
memory,info,sum,all,tomorrow_morning
memory,info,sum,all,7d
memory,info,sum,all,30d
memory,info,sum,all,3m
memory,info,sum,all,1y
memory,info,latest,relative,today
memory,info,latest,relative,today_morning
memory,info,latest,relative,today_day
memory,info,latest,relative,today_afternoon
memory,info,latest,relative,today_evening
memory,info,latest,relative,tomorrow_morning
memory,info,latest,relative,7d
memory,info,latest,relative,30d
memory,info,latest,relative,3m
memory,info,latest,relative,1y
memory,info,latest,absolute,today
memory,info,latest,absolute,today_morning
memory,info,latest,absolute,today_day
memory,info,latest,absolute,today_afternoon
memory,info,latest,absolute,today_evening
memory,info,latest,absolute,tomorrow_morning
memory,info,latest,absolute,7d
memory,info,latest,absolute,30d
memory,info,latest,absolute,3m
memory,info,latest,absolute,1y
memory,info,latest,all,today
memory,info,latest,all,today_morning
memory,info,latest,all,today_day
memory,info,latest,all,today_afternoon
memory,info,latest,all,today_evening
memory,info,latest,all,tomorrow_morning
memory,info,latest,all,7d
memory,info,latest,all,30d
memory,info,latest,all,3m
memory,info,latest,all,1y
